title,id,activity,status
Pydoc fails with codecs,24824,2015-08-09.10:04:40,2
regrtest/buildbot: test run marked as failure even when re-run succeeds,24751,2015-08-09.03:05:48,2
"round(1.65, 1) return 1.6 with decimal",24827,2015-08-09.02:27:11,2
Importing uuid should not try to load libc on Windows,24634,2015-08-08.16:18:40,2
Update distutils.msvccompiler for VC14,23970,2015-08-08.16:05:24,2
Statically link vcruntime140.dll,24476,2015-08-08.16:04:48,2
IndexError should (must?) report the index in error!,24830,2015-08-08.15:21:19,2
PyOS_Readline usage in tokenizer ignores sys.stdin/sys.stdout,12854,2015-08-08.14:22:29,2
Tighten definition of bytes-like objects,23756,2015-08-08.12:37:35,2
memoryviews and ctypes,15944,2015-08-08.11:45:15,2
no extension debug info with msvc9compiler.py,4214,2015-08-08.05:26:50,2
IDLE: Accelerator key doesn't work for Options,24822,2015-08-08.01:47:19,2
visual margin indicator for breakpoints in IDLE,24825,2015-08-07.23:10:33,2
replace window size preference with just use last window size,24819,2015-08-07.19:54:23,2
"asyncio.Queue.put_nowait(), followed get() task cancellation leads to item being lost",23812,2015-08-07.16:37:54,2
mock_open() should allow reading binary data,23004,2015-08-07.15:50:42,2
Unicode character in history breaks history under Windows,24811,2015-08-07.00:35:11,2
Document auto __ne__ generation; provide a use case for non-trivial __ne__,4395,2015-08-06.22:43:02,2
please document that no code preceding encoding declaration is allowed,24531,2015-08-06.09:15:54,2
str.translate documentation incomplete,21279,2015-08-06.05:09:41,2
https://www.python.org/ftp/python/2.7.4/python-2.7.4.msi actually installs 2.7.7,24804,2015-08-06.04:45:15,2
OrderedDict behavior is unclear with misbehaving keys.,24370,2015-08-05.20:16:44,2
Incorrect (misleading) statement in the execution model documentation,24129,2015-08-05.14:55:27,2
Calling 'python' via subprocess.call ignoring passed %PATH%,24793,2015-08-05.11:55:12,2
Reload() description is unclear,20769,2015-08-04.20:33:15,2
sys.getrefcount takes no arguments,24777,2015-08-04.03:08:21,2
Add docstring to urllib.urlretrieve,24021,2015-08-04.00:54:21,2
Cannot import _tkinter in Python 3.5 on Windows,24771,2015-08-03.23:25:49,2
Fixing fractional expiry time bug in cookiejar,23888,2015-08-03.22:11:50,2
test_socket failure on AIX,22397,2015-08-03.21:16:56,2
Document asyncio.futures.wrap_future(),24785,2015-08-03.12:31:27,2
Disallow relative files paths in urllib*.open(),6631,2015-08-02.22:31:35,2
O_RDWR undefined in mmapmodule.c,24217,2015-08-02.19:17:49,2
Use specific asserts in io tests,20557,2015-08-02.13:05:20,2
Update grammar tests to use new style for annotated function definitions,23182,2015-08-02.03:05:22,2
ifdef uses of EPOLLxxx macros so we can compile on systems that don't have them,23652,2015-08-02.02:40:31,2
Expose non-blocking callbackAPI in readline module,1744456,2015-08-02.00:47:16,2
"Branchless, vectorizable frozen set hash",24762,2015-08-01.16:53:52,2
Bytearray double free or corruption,24768,2015-08-01.00:13:24,2
Python install help,24720,2015-07-31.20:53:29,2
email.utils.formatdate uses unreliable time.timezone constant,22932,2015-07-31.20:23:56,2
datetime: support leap seconds,23574,2015-07-31.18:32:55,2
Put most likely test first in set_add_entry(),24681,2015-07-31.14:59:57,2
PA-RISC buildbot: compiler cannot create executables,20051,2015-07-31.03:18:16,2
IDLE: Remove tear-off menu feature,13884,2015-07-30.21:11:24,2
imaplib authenticate raises TypeError if authenticator tries to abort,23779,2015-07-30.21:04:24,2
codecs doc: what is StreamCodec?,12160,2015-07-30.20:27:23,2
Enhance inspect.getdoc to follow inheritance chains,15582,2015-07-30.15:12:20,2
base64.urlsafe_b64**code are too slow,15138,2015-07-30.14:58:04,2
Hangs and errors while testing on Ubuntu/Intel,24741,2015-07-30.14:40:24,2
function to get completion install location for setup.py?,24753,2015-07-30.12:26:43,2
improve argparse.Namespace __repr__ for invalid identifiers.,24360,2015-07-29.21:26:33,2
Documentation for difflib uses optparse,24109,2015-07-29.21:05:57,2
HTTP regression in distutils uploads to chishop,23899,2015-07-29.18:54:57,2
Input and Output tutorial erroneously references default encoding UTF-8,24729,2015-07-29.18:31:19,2
Redundant sentence in FAQ,23589,2015-07-29.18:21:12,2
Which fastest python-mysql connector?,24749,2015-07-29.14:18:06,2
Missing SWAP_INT in I_set_sw,23319,2015-07-29.13:20:12,2
ctypes.c_char gives a misleading error when passed a one-character unicode string,17991,2015-07-29.09:51:43,2
Document how to close the TCPServer listening socket,23254,2015-07-29.00:57:29,2
Doc issue: Python 3.6 doesn't compile on Visual Studio 2010 anymore,24737,2015-07-28.15:49:58,2
os.link() issues on Windows & ReFS,24738,2015-07-28.13:50:04,2
type(dict with docstring) returns set instead of dict,24742,2015-07-28.11:52:04,2
Update DevGuide link in Quickstart Step 1,23931,2015-07-28.11:15:53,2
run_setup is broken in distutils,23426,2015-07-28.04:00:48,2
socketmodule.c: add sock_call() to fix how the timeout is recomputed,23834,2015-07-27.21:39:32,2
Add support for Bitrig to 2.7,19853,2015-07-27.17:45:29,2
Build fails when threads are disabled,24728,2015-07-27.13:53:55,2
Use specific asserts in decimal tests,20551,2015-07-27.13:19:28,2
python logging handler not used when added after a process is started,24717,2015-07-27.12:22:42,2
PATCH as valid request method in wsgiref.validator,17527,2015-07-26.22:48:32,2
Returning a float via a method yields in an approximate value received,24730,2015-07-26.17:48:01,2
Don't print traceback header if traceback is None in TracebackException,24695,2015-07-26.17:16:29,2
Multiple fdopen() on mkstemp() descriptor crashes py27 interpreter,24716,2015-07-26.15:07:32,2
Use specific asserts in operator tests,20544,2015-07-26.11:12:06,2
The result of calling dict.* methods on OrderedDict is undefined.,24721,2015-07-26.10:41:18,2
zipfile.BadZipFile: File is not a zip file,24621,2015-07-26.10:27:07,2
async/await parser issues,24619,2015-07-26.09:37:11,2
The new typing module is not documented :-(,24723,2015-07-26.08:41:42,2
logging.handlers.QueueHandler should not lock when handling a record,24645,2015-07-25.21:04:13,2
Python install help,24722,2015-07-25.19:34:24,2
file accepts 'rU+' as a mode,2091,2015-07-25.18:59:21,2
mock_open data is visible only once for the life of the class,21750,2015-07-25.18:33:38,2
Resourc Leak in cPickle Module,24719,2015-07-25.17:20:34,2
shutil.copytree() handles symbolic directory incorrectly,21697,2015-07-25.11:58:17,2
Documentation regressions from adding subprocess.run(),24420,2015-07-25.11:29:13,2
Update test_base64 to use test.support.script_helper,24279,2015-07-25.11:19:42,2
Import docs reference the deprecated imp.reload,24713,2015-07-25.10:06:43,2
Crash with string_at(None),24714,2015-07-25.09:50:01,2
strop.replace Integer Overflow,24708,2015-07-25.06:25:59,2
Update OpenSSL to 1.0.2d in Windows and OS X installer,24603,2015-07-24.23:27:50,2
Dereferencing  a Null Pointer,24704,2015-07-24.09:59:50,2
Segfault with nonsensical random state,24620,2015-07-24.06:12:27,2
Code Refactoring  in function nis_mapname(),24300,2015-07-24.05:08:41,2
Resource Leak,24703,2015-07-24.05:06:44,2
Uninitialised Pointer buf.outobj,24702,2015-07-24.04:52:03,2
Function source inspection fails on closures,24485,2015-07-24.04:01:16,2
inspect.getsourcelines finds wrong lines when lambda used argument to decorator,21217,2015-07-24.04:00:15,2
list.pop() removes items from multiple lists,24701,2015-07-24.03:09:58,2
callables registered in TestCase.addCleanup should be run before tearDown,24694,2015-07-23.14:56:28,2
find_executable should expand ~,24690,2015-07-23.13:15:23,2
refleak on SyntaxError in function parameter annotation,24687,2015-07-23.06:15:17,2
Fix ast.get_docstring to support 'async def' functions,24688,2015-07-23.05:56:13,2
2to3 fails to convert types.StringTypes appropriately,13938,2015-07-22.19:43:16,2
Documentation of TestCase.runTest is incorrect and confusing,22153,2015-07-22.19:25:05,2
csv.writer fails when within csv.reader,24503,2015-07-22.17:18:45,2
Extend http.server.SimpleHTTPRequestHandler testing,23440,2015-07-22.16:28:23,2
zipimporter.find_module is untested,8585,2015-07-22.14:59:24,2
"typo in documentation, section extending python",24680,2015-07-22.03:35:57,2
Windows embeddable Python zip file crashes (cannot find a dll),24679,2015-07-21.22:02:11,2
raiseExceptions typo fix in logging tests,24678,2015-07-21.19:43:09,2
inspect.getsource() returns the wrong lines for coroutine functions,24669,2015-07-21.16:05:16,2
"Add ""Running a Build Slave"" page to the devguide",13124,2015-07-21.13:03:45,2
"""def f(*args, ): pass"" does not compile",24677,2015-07-21.12:53:37,2
PyObject_GenericGetAttr suppresses AttributeErrors in descriptors,1615,2015-07-21.08:15:01,2
Switch constants in the errno module to IntEnum,19624,2015-07-21.08:10:01,2
Some socket constants are not enums,21406,2015-07-21.08:04:46,2
ttk.Style -- minor issues with element_names and configure,6549,2015-07-21.07:55:59,2
Error in pickle using cProfile,24676,2015-07-21.05:52:20,2
Avoid redundant allocations in str.find and like,23573,2015-07-21.05:26:24,2
Avoid DeprecationWarning in test_os,24675,2015-07-20.15:14:19,2
"Numerous utime ns tests fail on FreeBSD w/ ZFS (update: and NetBSD w/ FFS, Solaris w/ UFS)",15745,2015-07-20.14:19:32,2
set.update(): Crash when source set is changed during merging,24583,2015-07-20.11:34:55,2
Not so correct error message when initializing defaultdict,19663,2015-07-20.07:15:06,2
"remove ""assret"" from mock error checking",24656,2015-07-20.04:19:34,2
Will there be an MSI installer?,24642,2015-07-20.02:06:25,2
PEP 492 - example benchmark doesn't work (TypeError),24654,2015-07-19.19:28:16,2
ctypes incorrect handling of long int on 64bits Linux,24470,2015-07-19.08:44:58,2
"ConnectionError: ('Connection aborted.', BadStatusLine(""""''''""))",23054,2015-07-19.00:36:27,2
build failure with _Py_BEGIN_SUPPRESS_IPH undefined,24664,2015-07-18.23:35:23,2
"Misc/NEWS: ""free-after-use"" -> ""use-after-free""",24568,2015-07-18.23:31:57,2
"_ssl.c: Missing ""do"" for do {} while(0) idiom",24655,2015-07-18.21:52:55,2
Use after free in PyDict_merge,24407,2015-07-18.20:52:29,2
Issues with equality of inspect objects,24206,2015-07-18.20:38:54,2
While condition not satisfied embarrassingly,24662,2015-07-18.15:34:09,2
finalizer,3616,2015-07-18.07:43:06,2
--help for runnable stdlib modules,24644,2015-07-17.14:11:39,2
help crash leaves terminal in echo off mode,23792,2015-07-17.14:03:39,2
unittest.mock.Mock should not allow you to use non-existent assert methods,21238,2015-07-16.22:51:51,2
PureWindowsPath.relative_to() is not case insensitive,19918,2015-07-16.21:29:29,2
Crash in the reset() method of StreamWriter of CJK codecs,23247,2015-07-16.20:25:47,2
null pointer dereference in `load_newobj_ex`,24630,2015-07-16.17:44:57,2
Backport 3.5's Windows build project files to 2.7,24508,2015-07-16.05:42:07,2
Windows build error using original openssl source,23963,2015-07-16.04:34:53,2
Regression in timeit with multyline setup,24631,2015-07-15.19:13:13,2
re.search not respecting anchor markers in or-ed construction,24636,2015-07-15.18:52:09,2
Documentation: broken link on unittest page,24639,2015-07-15.13:43:53,2
reset_mock on mock created by mock_open causes infinite recursion,18622,2015-07-15.00:08:57,2
unittest.main shadows unittest.main module,24629,2015-07-14.08:13:22,2
load_workbook giving ValueError: invalid literal for int(),24628,2015-07-13.22:17:17,2
py.exe executes #! in windows,24625,2015-07-13.08:27:42,2
Tkinter stacking versus focus behavior on Windows,24587,2015-07-13.07:24:32,2
Import bsddb result in error on OS X (Python 2.7.10),24627,2015-07-13.06:58:06,2
Itertools documentation says iterator when iterable is intended,24624,2015-07-13.06:20:01,2
Compiling Python 2.7.10 Error on Unixware 7.1.4,24611,2015-07-12.13:45:15,2
'make install' fails installation of man pages for Python 2.7.10 on Unixware 7.1.4,24615,2015-07-12.11:45:40,2
"404 link in Documenting Python, Style Guide",24614,2015-07-12.09:45:58,2
Incorrect example Unicode string in docs footnote,24610,2015-07-11.23:33:58,2
Deprecate various things in importlib thanks to PEP 451,19713,2015-07-11.18:52:29,2
IDLE Text Output With ASCII Control Codes Not Working,24572,2015-07-11.06:12:29,2
segfault caused by nested calls to map(),24606,2015-07-11.04:50:56,2
shutil.copytree fails with symlinks to directories when symlink=False,24609,2015-07-10.21:41:41,2
standardize sh module,24607,2015-07-10.20:19:44,2
SRE_SEARCH Integer Underflow,24602,2015-07-10.20:04:37,2
Certain inputs to wave.open() result in readframes returning a str instead of bytes,24608,2015-07-10.19:28:43,2
bytes and unicode splitlines() methods differ on what is a line break,24601,2015-07-10.16:52:40,2
problem to install scipy manually on Centos 6,24604,2015-07-10.13:16:57,2
urllib/urllib2: HTTPS over (Squid) Proxy fails,1424152,2015-07-09.23:55:46,2
function(**dict) does not accept comma after dict (inside parenthese),24600,2015-07-09.21:01:09,2
avoid needless pointers initialization in small tuple creation,21148,2015-07-09.20:05:46,2
[RFE] Add asyncio.background_call API,24571,2015-07-09.19:59:37,2
smtplib: add support for arbitrary auth methods,15014,2015-07-09.14:58:32,2
byte conversion,24551,2015-07-09.02:47:27,2
Set docstrings to empty string when optimizing with -OO.,23189,2015-07-08.20:12:32,2
Crash when a set is changed during iteration,24581,2015-07-08.20:03:37,2
Customized attribute access causes infinite loop,24590,2015-07-08.19:05:19,2
[3.5.0b3] stdlib on Windows mismatches compiled version,24593,2015-07-08.18:53:57,2
global var defined in module not returned by function,24592,2015-07-08.16:07:55,2
Unable to pass argument to python script from Java program,24588,2015-07-08.13:06:28,2
Wrong behavior for list of lists,24589,2015-07-08.11:08:12,2
Windows installer incorrectly detects CRT version on Windows 10,24584,2015-07-08.04:26:58,2
Operator precedence for 1<-1==0,24586,2015-07-07.18:42:40,2
Minor branch optimization in set implementation,24582,2015-07-07.17:12:54,2
Unsigned Integer Overflow in sre_lib.h,24566,2015-07-07.13:34:34,2
[RFE] Add asyncio.wait_for_result API,24578,2015-07-07.13:13:10,2
Additional tests for urllib module,24579,2015-07-07.02:10:24,2
python27 unicode align comments,24576,2015-07-06.20:33:56,2
"Deadlock in asyncio.StreamReader.readexactly() (fix applied, need unit test)",20154,2015-07-06.19:53:41,2
ANSI escape sequences breaking string justification,24574,2015-07-06.14:35:41,2
Pointers point out of array bound in _sre.c,18684,2015-07-06.11:30:39,2
tar.extractall() does not recognize unexpected EOF,24259,2015-07-06.07:34:50,2
use after free in load_newobj_ex,24552,2015-07-05.21:32:51,2
python crash using Tkinter,24524,2015-07-05.21:20:08,2
bytearray pop and remove Buffer Over-read,24467,2015-07-05.21:20:05,2
